web-scraper-order,web-scraper-start-url,chord_root,chord_root-href,chord_name,chord_name-href,variations
"1692050657-786","https://www.guitartricks.com/chords","Eb
Eb chord","https://www.guitartricks.com/chords/Eb-chord","Eb6/9


View Eb6/9

chord chart","https://www.guitartricks.com/chords/Eb-chord/_6_9","<h3 class=""font-dinish text-24"">Eb6/9 Variation 3</h3><div class=""frets""><div class=""fret"">1</div><div class=""fret"">2</div><div class=""fret"">3</div><div class=""fret"">4</div><div class=""fret"">5</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell"">0</div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-3 chord-click"">1</div><div class=""chord-fret-1 chord-string-5 chord-click"">2</div><div class=""chord-fret-1 chord-string-6 chord-click"">3</div></div></div>"
"1692050657-787","https://www.guitartricks.com/chords","Eb
Eb chord","https://www.guitartricks.com/chords/Eb-chord","Eb6/9


View Eb6/9

chord chart","https://www.guitartricks.com/chords/Eb-chord/_6_9","<h3 class=""font-dinish text-24"">Eb6/9 Variation 4</h3><div class=""frets""><div class=""fret"">1</div><div class=""fret"">2</div><div class=""fret"">3</div><div class=""fret"">4</div><div class=""fret"">5</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell"">0</div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-3 chord-click"">1</div><div class=""chord-fret-1 chord-string-5 chord-click"">2</div><div class=""chord-fret-1 chord-string-6 chord-click"">3</div></div></div>"
"1692050657-788","https://www.guitartricks.com/chords","Eb
Eb chord","https://www.guitartricks.com/chords/Eb-chord","Eb6/9


View Eb6/9

chord chart","https://www.guitartricks.com/chords/Eb-chord/_6_9","<h3 class=""font-dinish text-24"">Eb6/9 Variation 5</h3><div class=""frets""><div class=""fret"">1</div><div class=""fret"">2</div><div class=""fret"">3</div><div class=""fret"">4</div><div class=""fret"">5</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell"">0</div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-3 chord-click"">1</div><div class=""chord-fret-1 chord-string-5 chord-click"">2</div><div class=""chord-fret-1 chord-string-6 chord-click"">3</div></div></div>"
"1692050660-789","https://www.guitartricks.com/chords","Eb
Eb chord","https://www.guitartricks.com/chords/Eb-chord","Ebadd9


View Ebadd9

chord chart","https://www.guitartricks.com/chords/Eb-chord/add9","<h3 class=""font-dinish text-24"">Ebadd9 Variation 1</h3><div class=""frets""><div class=""fret"">5</div><div class=""fret"">6</div><div class=""fret"">7</div><div class=""fret"">8</div><div class=""fret"">9</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell"">x</div></div><div class=""chords-grid""><div class=""chord-fret-2 chord-string-2 chord-click"">2</div><div class=""chord-fret-1 chord-string-3 chord-click"">1</div><div class=""chord-fret-2 chord-string-5 chord-click"">3</div></div></div>"
"1692050660-790","https://www.guitartricks.com/chords","Eb
Eb chord","https://www.guitartricks.com/chords/Eb-chord","Ebadd9


View Ebadd9

chord chart","https://www.guitartricks.com/chords/Eb-chord/add9","<h3 class=""font-dinish text-24"">Ebadd9 Variation 2</h3><div class=""frets""><div class=""fret"">6</div><div class=""fret"">7</div><div class=""fret"">8</div><div class=""fret"">9</div><div class=""fret"">10</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell"">x</div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-2 chord-click"">1</div><div class=""chord-fret-3 chord-string-3 chord-click"">2</div><div class=""chord-fret-5 chord-string-4 chord-click"">4</div><div class=""chord-fret-3 chord-string-5 chord-click"">3</div></div></div>"
"1692050660-791","https://www.guitartricks.com/chords","Eb
Eb chord","https://www.guitartricks.com/chords/Eb-chord","Ebadd9


View Ebadd9

chord chart","https://www.guitartricks.com/chords/Eb-chord/add9","<h3 class=""font-dinish text-24"">Ebadd9 Variation 3</h3><div class=""frets""><div class=""fret"">11</div><div class=""fret"">12</div><div class=""fret"">13</div><div class=""fret"">14</div><div class=""fret"">15</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-3 chord-string-3 chord-click"">3</div><div class=""chord-fret-2 chord-string-4 chord-click"">2</div><div class=""chord-fret-1 chord-string-5 chord-click"">1</div><div class=""chord-fret-3 chord-string-6 chord-click"">4</div></div></div>"
"1692050660-792","https://www.guitartricks.com/chords","Eb
Eb chord","https://www.guitartricks.com/chords/Eb-chord","Ebadd9


View Ebadd9

chord chart","https://www.guitartricks.com/chords/Eb-chord/add9","<h3 class=""font-dinish text-24"">Ebadd9 Variation 4</h3><div class=""frets""><div class=""fret"">11</div><div class=""fret"">12</div><div class=""fret"">13</div><div class=""fret"">14</div><div class=""fret"">15</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-3 chord-string-3 chord-click"">3</div><div class=""chord-fret-2 chord-string-4 chord-click"">2</div><div class=""chord-fret-1 chord-string-5 chord-click"">1</div><div class=""chord-fret-3 chord-string-6 chord-click"">4</div></div></div>"
"1692050660-793","https://www.guitartricks.com/chords","Eb
Eb chord","https://www.guitartricks.com/chords/Eb-chord","Ebadd9


View Ebadd9

chord chart","https://www.guitartricks.com/chords/Eb-chord/add9","<h3 class=""font-dinish text-24"">Ebadd9 Variation 5</h3><div class=""frets""><div class=""fret"">11</div><div class=""fret"">12</div><div class=""fret"">13</div><div class=""fret"">14</div><div class=""fret"">15</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-3 chord-string-3 chord-click"">3</div><div class=""chord-fret-2 chord-string-4 chord-click"">2</div><div class=""chord-fret-1 chord-string-5 chord-click"">1</div><div class=""chord-fret-3 chord-string-6 chord-click"">4</div></div></div>"
"1692050663-794","https://www.guitartricks.com/chords","Eb
Eb chord","https://www.guitartricks.com/chords/Eb-chord","Ebadd6


View Ebadd6

chord chart","https://www.guitartricks.com/chords/Eb-chord/add6","<h3 class=""font-dinish text-24"">Ebadd6 Variation 1</h3><div class=""frets""><div class=""fret"">4</div><div class=""fret"">5</div><div class=""fret"">6</div><div class=""fret"">7</div><div class=""fret"">8</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell"">x</div></div><div class=""chords-grid""><div class=""chord-fret-3 chord-string-2 chord-click"">4</div><div class=""chord-fret-2 chord-string-3 chord-click"">2</div><div class=""chord-fret-2 chord-string-4 chord-click"">3</div><div class=""chord-fret-1 chord-string-5 chord-click"">1</div></div></div>"
"1692050663-795","https://www.guitartricks.com/chords","Eb
Eb chord","https://www.guitartricks.com/chords/Eb-chord","Ebadd6


View Ebadd6

chord chart","https://www.guitartricks.com/chords/Eb-chord/add6","<h3 class=""font-dinish text-24"">Ebadd6 Variation 2</h3><div class=""frets""><div class=""fret"">6</div><div class=""fret"">7</div><div class=""fret"">8</div><div class=""fret"">9</div><div class=""fret"">10</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-2 chord-click"">1</div><div class=""chord-fret-3 chord-string-3 chord-click"">3</div><div class=""chord-fret-3 chord-string-4 chord-click"">3</div><div class=""chord-fret-3 chord-string-5 chord-click"">3</div><div class=""chord-fret-3 chord-string-6 chord-click"">3</div></div></div>"
"1692050663-796","https://www.guitartricks.com/chords","Eb
Eb chord","https://www.guitartricks.com/chords/Eb-chord","Ebadd6


View Ebadd6

chord chart","https://www.guitartricks.com/chords/Eb-chord/add6","<h3 class=""font-dinish text-24"">Ebadd6 Variation 3</h3><div class=""frets""><div class=""fret"">11</div><div class=""fret"">12</div><div class=""fret"">13</div><div class=""fret"">14</div><div class=""fret"">15</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell""></div><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-1 chord-click"">1</div><div class=""chord-fret-3 chord-string-3 chord-click"">3</div><div class=""chord-fret-2 chord-string-4 chord-click"">2</div><div class=""chord-fret-3 chord-string-5 chord-click"">4</div><div class=""chord-fret-1 chord-string-6 chord-click"">1</div></div></div>"
"1692050663-797","https://www.guitartricks.com/chords","Eb
Eb chord","https://www.guitartricks.com/chords/Eb-chord","Ebadd6


View Ebadd6

chord chart","https://www.guitartricks.com/chords/Eb-chord/add6","<h3 class=""font-dinish text-24"">Ebadd6 Variation 4</h3><div class=""frets""><div class=""fret"">11</div><div class=""fret"">12</div><div class=""fret"">13</div><div class=""fret"">14</div><div class=""fret"">15</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell""></div><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-1 chord-click"">1</div><div class=""chord-fret-3 chord-string-3 chord-click"">3</div><div class=""chord-fret-2 chord-string-4 chord-click"">2</div><div class=""chord-fret-3 chord-string-5 chord-click"">4</div><div class=""chord-fret-1 chord-string-6 chord-click"">1</div></div></div>"
"1692050663-798","https://www.guitartricks.com/chords","Eb
Eb chord","https://www.guitartricks.com/chords/Eb-chord","Ebadd6


View Ebadd6

chord chart","https://www.guitartricks.com/chords/Eb-chord/add6","<h3 class=""font-dinish text-24"">Ebadd6 Variation 5</h3><div class=""frets""><div class=""fret"">11</div><div class=""fret"">12</div><div class=""fret"">13</div><div class=""fret"">14</div><div class=""fret"">15</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell""></div><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-1 chord-click"">1</div><div class=""chord-fret-3 chord-string-3 chord-click"">3</div><div class=""chord-fret-2 chord-string-4 chord-click"">2</div><div class=""chord-fret-3 chord-string-5 chord-click"">4</div><div class=""chord-fret-1 chord-string-6 chord-click"">1</div></div></div>"
"1692050666-799","https://www.guitartricks.com/chords","Eb
Eb chord","https://www.guitartricks.com/chords/Eb-chord","Eb7sharp9


View Eb7sharp9

chord chart","https://www.guitartricks.com/chords/Eb-chord/_7sharp9","<h3 class=""font-dinish text-24"">Eb7sharp9 Variation 1</h3><div class=""frets""><div class=""fret"">10</div><div class=""fret"">11</div><div class=""fret"">12</div><div class=""fret"">13</div><div class=""fret"">14</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-2 chord-click"">1</div><div class=""chord-fret-2 chord-string-3 chord-click"">3</div><div class=""chord-fret-2 chord-string-4 chord-click"">3</div><div class=""chord-fret-2 chord-string-5 chord-click"">3</div><div class=""chord-fret-2 chord-string-6 chord-click"">3</div></div></div>"
"1692050666-800","https://www.guitartricks.com/chords","Eb
Eb chord","https://www.guitartricks.com/chords/Eb-chord","Eb7sharp9


View Eb7sharp9

chord chart","https://www.guitartricks.com/chords/Eb-chord/_7sharp9","<h3 class=""font-dinish text-24"">Eb7sharp9 Variation 2</h3><div class=""frets""><div class=""fret"">2</div><div class=""fret"">3</div><div class=""fret"">4</div><div class=""fret"">5</div><div class=""fret"">6</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-3 chord-string-3 chord-click"">4</div><div class=""chord-fret-2 chord-string-4 chord-click"">2</div><div class=""chord-fret-1 chord-string-5 chord-click"">1</div><div class=""chord-fret-2 chord-string-6 chord-click"">3</div></div></div>"
"1692050666-801","https://www.guitartricks.com/chords","Eb
Eb chord","https://www.guitartricks.com/chords/Eb-chord","Eb7sharp9


View Eb7sharp9

chord chart","https://www.guitartricks.com/chords/Eb-chord/_7sharp9","<h3 class=""font-dinish text-24"">Eb7sharp9 Variation 3</h3><div class=""frets""><div class=""fret"">11</div><div class=""fret"">12</div><div class=""fret"">13</div><div class=""fret"">14</div><div class=""fret"">15</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-1 chord-click"">1</div><div class=""chord-fret-3 chord-string-2 chord-click"">3</div><div class=""chord-fret-1 chord-string-3 chord-click"">1</div><div class=""chord-fret-2 chord-string-4 chord-click"">2</div><div class=""chord-fret-4 chord-string-5 chord-click"">4</div><div class=""chord-fret-4 chord-string-6 chord-click"">4</div></div></div>"
"1692050666-802","https://www.guitartricks.com/chords","Eb
Eb chord","https://www.guitartricks.com/chords/Eb-chord","Eb7sharp9


View Eb7sharp9

chord chart","https://www.guitartricks.com/chords/Eb-chord/_7sharp9","<h3 class=""font-dinish text-24"">Eb7sharp9 Variation 4</h3><div class=""frets""><div class=""fret"">5</div><div class=""fret"">6</div><div class=""fret"">7</div><div class=""fret"">8</div><div class=""fret"">9</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell"">x</div></div><div class=""chords-grid""><div class=""chord-fret-2 chord-string-2 chord-click"">2</div><div class=""chord-fret-1 chord-string-3 chord-click"">1</div><div class=""chord-fret-2 chord-string-4 chord-click"">3</div><div class=""chord-fret-3 chord-string-5 chord-click"">4</div></div></div>"
"1692050666-803","https://www.guitartricks.com/chords","Eb
Eb chord","https://www.guitartricks.com/chords/Eb-chord","Eb7sharp9


View Eb7sharp9

chord chart","https://www.guitartricks.com/chords/Eb-chord/_7sharp9","<h3 class=""font-dinish text-24"">Eb7sharp9 Variation 5</h3><div class=""frets""><div class=""fret"">12</div><div class=""fret"">13</div><div class=""fret"">14</div><div class=""fret"">15</div><div class=""fret"">16</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-2 chord-string-3 chord-click"">2</div><div class=""chord-fret-1 chord-string-4 chord-click"">1</div><div class=""chord-fret-3 chord-string-5 chord-click"">3</div><div class=""chord-fret-3 chord-string-6 chord-click"">4</div></div></div>"
"1692050669-804","https://www.guitartricks.com/chords","Eb
Eb chord","https://www.guitartricks.com/chords/Eb-chord","Eb7b9


View Eb7b9

chord chart","https://www.guitartricks.com/chords/Eb-chord/_7b9","<h3 class=""font-dinish text-24"">Eb7b9 Variation 1</h3><div class=""frets""><div class=""fret"">5</div><div class=""fret"">6</div><div class=""fret"">7</div><div class=""fret"">8</div><div class=""fret"">9</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-2 chord-string-2 chord-click"">2</div><div class=""chord-fret-1 chord-string-3 chord-click"">1</div><div class=""chord-fret-2 chord-string-4 chord-click"">3</div><div class=""chord-fret-1 chord-string-5 chord-click"">1</div><div class=""chord-fret-2 chord-string-6 chord-click"">4</div></div></div>"
"1692050669-805","https://www.guitartricks.com/chords","Eb
Eb chord","https://www.guitartricks.com/chords/Eb-chord","Eb7b9


View Eb7b9

chord chart","https://www.guitartricks.com/chords/Eb-chord/_7b9","<h3 class=""font-dinish text-24"">Eb7b9 Variation 2</h3><div class=""frets""><div class=""fret"">5</div><div class=""fret"">6</div><div class=""fret"">7</div><div class=""fret"">8</div><div class=""fret"">9</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell"">x</div></div><div class=""chords-grid""><div class=""chord-fret-2 chord-string-2 chord-click"">2</div><div class=""chord-fret-1 chord-string-3 chord-click"">1</div><div class=""chord-fret-2 chord-string-4 chord-click"">3</div><div class=""chord-fret-1 chord-string-5 chord-click"">1</div></div></div>"
"1692050669-806","https://www.guitartricks.com/chords","Eb
Eb chord","https://www.guitartricks.com/chords/Eb-chord","Eb7b9


View Eb7b9

chord chart","https://www.guitartricks.com/chords/Eb-chord/_7b9","<h3 class=""font-dinish text-24"">Eb7b9 Variation 3</h3><div class=""frets""><div class=""fret"">12</div><div class=""fret"">13</div><div class=""fret"">14</div><div class=""fret"">15</div><div class=""fret"">16</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-2 chord-string-3 chord-click"">2</div><div class=""chord-fret-1 chord-string-4 chord-click"">1</div><div class=""chord-fret-3 chord-string-5 chord-click"">3</div><div class=""chord-fret-1 chord-string-6 chord-click"">1</div></div></div>"
"1692050669-807","https://www.guitartricks.com/chords","Eb
Eb chord","https://www.guitartricks.com/chords/Eb-chord","Eb7b9


View Eb7b9

chord chart","https://www.guitartricks.com/chords/Eb-chord/_7b9","<h3 class=""font-dinish text-24"">Eb7b9 Variation 4</h3><div class=""frets""><div class=""fret"">6</div><div class=""fret"">7</div><div class=""fret"">8</div><div class=""fret"">9</div><div class=""fret"">10</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell"">x</div></div><div class=""chords-grid""><div class=""chord-fret-2 chord-string-2 chord-click"">2</div><div class=""chord-fret-3 chord-string-3 chord-click"">3</div><div class=""chord-fret-1 chord-string-4 chord-click"">1</div><div class=""chord-fret-3 chord-string-5 chord-click"">4</div></div></div>"
"1692050669-808","https://www.guitartricks.com/chords","Eb
Eb chord","https://www.guitartricks.com/chords/Eb-chord","Eb7b9


View Eb7b9

chord chart","https://www.guitartricks.com/chords/Eb-chord/_7b9","<h3 class=""font-dinish text-24"">Eb7b9 Variation 5</h3><div class=""frets""><div class=""fret"">11</div><div class=""fret"">12</div><div class=""fret"">13</div><div class=""fret"">14</div><div class=""fret"">15</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell""></div><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell"">x</div></div><div class=""chords-grid""><div class=""chord-fret-2 chord-string-1 chord-click"">2</div><div class=""chord-fret-1 chord-string-3 chord-click"">1</div><div class=""chord-fret-2 chord-string-4 chord-click"">3</div><div class=""chord-fret-1 chord-string-5 chord-click"">1</div></div></div>"
"1692050672-809","https://www.guitartricks.com/chords","Eb
Eb chord","https://www.guitartricks.com/chords/Eb-chord","Eb7sharp5


View Eb7sharp5

chord chart","https://www.guitartricks.com/chords/Eb-chord/_7sharp5","<h3 class=""font-dinish text-24"">Eb7sharp5 Variation 1</h3><div class=""frets""><div class=""fret"">4</div><div class=""fret"">5</div><div class=""fret"">6</div><div class=""fret"">7</div><div class=""fret"">8</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-2 chord-string-3 chord-click"">2</div><div class=""chord-fret-3 chord-string-4 chord-click"">3</div><div class=""chord-fret-1 chord-string-5 chord-click"">1</div><div class=""chord-fret-4 chord-string-6 chord-click"">4</div></div></div>"
"1692050672-810","https://www.guitartricks.com/chords","Eb
Eb chord","https://www.guitartricks.com/chords/Eb-chord","Eb7sharp5


View Eb7sharp5

chord chart","https://www.guitartricks.com/chords/Eb-chord/_7sharp5","<h3 class=""font-dinish text-24"">Eb7sharp5 Variation 2</h3><div class=""frets""><div class=""fret"">1</div><div class=""fret"">2</div><div class=""fret"">3</div><div class=""fret"">4</div><div class=""fret"">5</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-3 chord-click"">1</div><div class=""chord-fret-4 chord-string-4 chord-click"">4</div><div class=""chord-fret-2 chord-string-5 chord-click"">2</div><div class=""chord-fret-3 chord-string-6 chord-click"">3</div></div></div>"
"1692050672-811","https://www.guitartricks.com/chords","Eb
Eb chord","https://www.guitartricks.com/chords/Eb-chord","Eb7sharp5


View Eb7sharp5

chord chart","https://www.guitartricks.com/chords/Eb-chord/_7sharp5","<h3 class=""font-dinish text-24"">Eb7sharp5 Variation 3</h3><div class=""frets""><div class=""fret"">6</div><div class=""fret"">7</div><div class=""fret"">8</div><div class=""fret"">9</div><div class=""fret"">10</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell"">x</div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-2 chord-click"">1</div><div class=""chord-fret-4 chord-string-3 chord-click"">4</div><div class=""chord-fret-1 chord-string-4 chord-click"">1</div><div class=""chord-fret-3 chord-string-5 chord-click"">3</div></div></div>"
"1692050672-812","https://www.guitartricks.com/chords","Eb
Eb chord","https://www.guitartricks.com/chords/Eb-chord","Eb7sharp5


View Eb7sharp5

chord chart","https://www.guitartricks.com/chords/Eb-chord/_7sharp5","<h3 class=""font-dinish text-24"">Eb7sharp5 Variation 4</h3><div class=""frets""><div class=""fret"">8</div><div class=""fret"">9</div><div class=""fret"">10</div><div class=""fret"">11</div><div class=""fret"">12</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-2 chord-string-3 chord-click"">2</div><div class=""chord-fret-1 chord-string-4 chord-click"">1</div><div class=""chord-fret-1 chord-string-5 chord-click"">1</div><div class=""chord-fret-2 chord-string-6 chord-click"">3</div></div></div>"
"1692050672-813","https://www.guitartricks.com/chords","Eb
Eb chord","https://www.guitartricks.com/chords/Eb-chord","Eb7sharp5


View Eb7sharp5

chord chart","https://www.guitartricks.com/chords/Eb-chord/_7sharp5","<h3 class=""font-dinish text-24"">Eb7sharp5 Variation 5</h3><div class=""frets""><div class=""fret"">11</div><div class=""fret"">12</div><div class=""fret"">13</div><div class=""fret"">14</div><div class=""fret"">15</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-3 chord-click"">1</div><div class=""chord-fret-2 chord-string-4 chord-click"">2</div><div class=""chord-fret-2 chord-string-5 chord-click"">3</div><div class=""chord-fret-1 chord-string-6 chord-click"">1</div></div></div>"
"1692050675-814","https://www.guitartricks.com/chords","Eb
Eb chord","https://www.guitartricks.com/chords/Eb-chord","Eb7b5


View Eb7b5

chord chart","https://www.guitartricks.com/chords/Eb-chord/_7b5","<h3 class=""font-dinish text-24"">Eb7b5 Variation 1</h3><div class=""frets""><div class=""fret"">6</div><div class=""fret"">7</div><div class=""fret"">8</div><div class=""fret"">9</div><div class=""fret"">10</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell"">x</div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-2 chord-click"">1</div><div class=""chord-fret-2 chord-string-3 chord-click"">2</div><div class=""chord-fret-1 chord-string-4 chord-click"">1</div><div class=""chord-fret-3 chord-string-5 chord-click"">4</div></div></div>"
"1692050675-815","https://www.guitartricks.com/chords","Eb
Eb chord","https://www.guitartricks.com/chords/Eb-chord","Eb7b5


View Eb7b5

chord chart","https://www.guitartricks.com/chords/Eb-chord/_7b5","<h3 class=""font-dinish text-24"">Eb7b5 Variation 2</h3><div class=""frets""><div class=""fret"">1</div><div class=""fret"">2</div><div class=""fret"">3</div><div class=""fret"">4</div><div class=""fret"">5</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-3 chord-click"">1</div><div class=""chord-fret-2 chord-string-4 chord-click"">2</div><div class=""chord-fret-2 chord-string-5 chord-click"">2</div><div class=""chord-fret-3 chord-string-6 chord-click"">3</div></div></div>"
"1692050675-816","https://www.guitartricks.com/chords","Eb
Eb chord","https://www.guitartricks.com/chords/Eb-chord","Eb7b5


View Eb7b5

chord chart","https://www.guitartricks.com/chords/Eb-chord/_7b5","<h3 class=""font-dinish text-24"">Eb7b5 Variation 3</h3><div class=""frets""><div class=""fret"">11</div><div class=""fret"">12</div><div class=""fret"">13</div><div class=""fret"">14</div><div class=""fret"">15</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell"">x</div><div class=""chord-cell"">x</div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-1 chord-click"">1</div><div class=""chord-fret-2 chord-string-2 chord-click"">2</div><div class=""chord-fret-1 chord-string-3 chord-click"">1</div><div class=""chord-fret-2 chord-string-4 chord-click"">3</div></div></div>"
